Date,Produk,Kategori_MAE,Actual_Sales,Predicted_Sales,Error,Absolute_Error
2025-11-25,GB-DS-250,rendah,0.0,0.0,-0.0,0.0
2025-11-26,GB-DS-250,rendah,0.0,0.0,-0.0,0.0
2025-11-27,GB-DS-250,rendah,0.0,0.0,-0.0,0.0
2025-11-28,GB-DS-250,rendah,0.0,0.0,-0.0,0.0
2025-11-29,GB-DS-250,rendah,0.0,0.0,-0.0,0.0
2025-11-30,GB-DS-250,rendah,0.0,0.0,-0.0,0.0
2025-12-01,GB-DS-250,rendah,0.0,0.0,-0.0,0.0
2025-12-02,GB-DS-250,rendah,0.0,0.0,-0.0,0.0
2025-12-03,GB-DS-250,rendah,0.0,0.0,-0.0,0.0
2025-12-04,GB-DS-250,rendah,0.0,0.0,-0.0,0.0
2025-12-05,GB-DS-250,rendah,0.0,0.0,-0.0,0.0
2025-12-06,GB-DS-250,rendah,0.0,0.0,-0.0,0.0
2025-12-07,GB-DS-250,rendah,0.0,0.0,-0.0,0.0
2025-12-08,GB-DS-250,rendah,0.0,0.0,-0.0,0.0
2025-12-09,GB-DS-250,rendah,0.0,0.0,-0.0,0.0
2025-12-10,GB-DS-250,rendah,0.0,0.0,-0.0,0.0
2025-12-11,GB-DS-250,rendah,0.0,0.0,-0.0,0.0
2025-12-12,GB-DS-250,rendah,0.0,0.0,-0.0,0.0
2025-12-13,GB-DS-250,rendah,0.0,0.0,-0.0,0.0
2025-12-14,GB-DS-250,rendah,0.0,0.0,-0.0,0.0
2025-12-15,GB-DS-250,rendah,0.0,0.0,-0.0,0.0
2025-12-16,GB-DS-250,rendah,0.0,0.0,-0.0,0.0
2025-12-17,GB-DS-250,rendah,0.0,0.0,-0.0,0.0
2025-12-18,GB-DS-250,rendah,0.0,0.0,-0.0,0.0
2025-12-19,GB-DS-250,rendah,0.0,0.0,-0.0,0.0
2025-12-20,GB-DS-250,rendah,0.0,0.0,-0.0,0.0
2025-12-21,GB-DS-250,rendah,0.0,0.0,-0.0,0.0
2025-12-22,GB-DS-250,rendah,0.0,0.0,-0.0,0.0
2025-12-23,GB-DS-250,rendah,0.0,0.0,-0.0,0.0
2025-12-24,GB-DS-250,rendah,0.0,0.0,-0.0,0.0
2025-12-25,GB-DS-250,rendah,0.0,0.0,-0.0,0.0
2025-12-26,GB-DS-250,rendah,0.0,0.0,-0.0,0.0
2025-12-27,GB-DS-250,rendah,0.0,0.0,-0.0,0.0
2025-12-28,GB-DS-250,rendah,0.0,0.0,-0.0,0.0
2025-12-29,GB-DS-250,rendah,0.0,0.0,-0.0,0.0
2025-12-30,GB-DS-250,rendah,0.0,0.0,-0.0,0.0
2025-12-31,GB-DS-250,rendah,0.0,0.0,-0.0,0.0
2025-11-25,GB-GF-30,menengah,0.0,0.02,-0.02,0.02
2025-11-26,GB-GF-30,menengah,0.0,0.02,-0.02,0.02
2025-11-27,GB-GF-30,menengah,0.0,0.02,-0.02,0.02
2025-11-28,GB-GF-30,menengah,0.0,0.02,-0.02,0.02
2025-11-29,GB-GF-30,menengah,0.0,0.02,-0.02,0.02
2025-11-30,GB-GF-30,menengah,0.0,0.02,-0.02,0.02
2025-12-01,GB-GF-30,menengah,0.0,0.02,-0.02,0.02
2025-12-02,GB-GF-30,menengah,0.0,0.02,-0.02,0.02
2025-12-03,GB-GF-30,menengah,0.0,0.02,-0.02,0.02
2025-12-04,GB-GF-30,menengah,0.0,0.02,-0.02,0.02
2025-12-05,GB-GF-30,menengah,0.0,0.02,-0.02,0.02
2025-12-06,GB-GF-30,menengah,0.0,0.02,-0.02,0.02
2025-12-07,GB-GF-30,menengah,0.0,0.02,-0.02,0.02
2025-12-08,GB-GF-30,menengah,0.0,0.02,-0.02,0.02
2025-12-09,GB-GF-30,menengah,0.0,0.02,-0.02,0.02
2025-12-10,GB-GF-30,menengah,0.0,0.02,-0.02,0.02
2025-12-11,GB-GF-30,menengah,0.0,0.02,-0.02,0.02
2025-12-12,GB-GF-30,menengah,0.0,0.02,-0.02,0.02
2025-12-13,GB-GF-30,menengah,0.0,0.02,-0.02,0.02
2025-12-14,GB-GF-30,menengah,0.0,0.02,-0.02,0.02
2025-12-15,GB-GF-30,menengah,0.0,0.02,-0.02,0.02
2025-12-16,GB-GF-30,menengah,0.0,0.02,-0.02,0.02
2025-12-17,GB-GF-30,menengah,0.0,0.02,-0.02,0.02
2025-12-18,GB-GF-30,menengah,0.0,0.02,-0.02,0.02
2025-12-19,GB-GF-30,menengah,0.0,0.02,-0.02,0.02
2025-12-20,GB-GF-30,menengah,0.0,0.02,-0.02,0.02
2025-12-21,GB-GF-30,menengah,0.0,0.02,-0.02,0.02
2025-12-22,GB-GF-30,menengah,0.0,0.02,-0.02,0.02
2025-12-23,GB-GF-30,menengah,0.0,0.02,-0.02,0.02
2025-12-24,GB-GF-30,menengah,0.0,0.02,-0.02,0.02
2025-12-25,GB-GF-30,menengah,0.0,0.02,-0.02,0.02
2025-12-26,GB-GF-30,menengah,0.0,0.02,-0.02,0.02
2025-12-27,GB-GF-30,menengah,0.0,0.02,-0.02,0.02
2025-12-28,GB-GF-30,menengah,0.0,0.02,-0.02,0.02
2025-12-29,GB-GF-30,menengah,0.0,0.02,-0.02,0.02
2025-12-30,GB-GF-30,menengah,0.0,0.02,-0.02,0.02
2025-12-31,GB-GF-30,menengah,0.0,0.02,-0.02,0.02
2025-11-25,GB-GF-10,tinggi,0.0,0.04,-0.04,0.04
2025-11-26,GB-GF-10,tinggi,0.0,0.04,-0.04,0.04
2025-11-27,GB-GF-10,tinggi,0.0,0.04,-0.04,0.04
2025-11-28,GB-GF-10,tinggi,0.0,0.04,-0.04,0.04
2025-11-29,GB-GF-10,tinggi,0.0,0.04,-0.04,0.04
2025-11-30,GB-GF-10,tinggi,0.0,0.04,-0.04,0.04
2025-12-01,GB-GF-10,tinggi,0.0,0.04,-0.04,0.04
2025-12-02,GB-GF-10,tinggi,0.0,0.04,-0.04,0.04
2025-12-03,GB-GF-10,tinggi,0.0,0.04,-0.04,0.04
2025-12-04,GB-GF-10,tinggi,0.0,0.04,-0.04,0.04
2025-12-05,GB-GF-10,tinggi,0.0,0.04,-0.04,0.04
2025-12-06,GB-GF-10,tinggi,0.0,0.04,-0.04,0.04
2025-12-07,GB-GF-10,tinggi,0.0,0.04,-0.04,0.04
2025-12-08,GB-GF-10,tinggi,0.0,0.04,-0.04,0.04
2025-12-09,GB-GF-10,tinggi,0.0,0.04,-0.04,0.04
2025-12-10,GB-GF-10,tinggi,0.0,0.04,-0.04,0.04
2025-12-11,GB-GF-10,tinggi,0.0,0.04,-0.04,0.04
2025-12-12,GB-GF-10,tinggi,0.0,0.04,-0.04,0.04
2025-12-13,GB-GF-10,tinggi,0.0,0.04,-0.04,0.04
2025-12-14,GB-GF-10,tinggi,0.0,0.04,-0.04,0.04
2025-12-15,GB-GF-10,tinggi,2.0,0.04,1.96,1.96
2025-12-16,GB-GF-10,tinggi,0.0,0.04,-0.04,0.04
2025-12-17,GB-GF-10,tinggi,0.0,0.04,-0.04,0.04
2025-12-18,GB-GF-10,tinggi,0.0,0.04,-0.04,0.04
2025-12-19,GB-GF-10,tinggi,0.0,0.04,-0.04,0.04
2025-12-20,GB-GF-10,tinggi,0.0,0.04,-0.04,0.04
2025-12-21,GB-GF-10,tinggi,0.0,0.04,-0.04,0.04
2025-12-22,GB-GF-10,tinggi,0.0,0.04,-0.04,0.04
2025-12-23,GB-GF-10,tinggi,0.0,0.04,-0.04,0.04
2025-12-24,GB-GF-10,tinggi,0.0,0.04,-0.04,0.04
2025-12-25,GB-GF-10,tinggi,0.0,0.04,-0.04,0.04
2025-12-26,GB-GF-10,tinggi,0.0,0.04,-0.04,0.04
2025-12-27,GB-GF-10,tinggi,0.0,0.04,-0.04,0.04
2025-12-28,GB-GF-10,tinggi,0.0,0.04,-0.04,0.04
2025-12-29,GB-GF-10,tinggi,0.0,0.04,-0.04,0.04
2025-12-30,GB-GF-10,tinggi,0.0,0.04,-0.04,0.04
2025-12-31,GB-GF-10,tinggi,0.0,0.04,-0.04,0.04
2025-11-25,GB-GF-250,rendah,0.0,0.0,-0.0,0.0
2025-11-26,GB-GF-250,rendah,0.0,0.0,-0.0,0.0
2025-11-27,GB-GF-250,rendah,0.0,0.0,-0.0,0.0
2025-11-28,GB-GF-250,rendah,0.0,0.0,-0.0,0.0
2025-11-29,GB-GF-250,rendah,0.0,0.0,-0.0,0.0
2025-11-30,GB-GF-250,rendah,0.0,0.0,-0.0,0.0
2025-12-01,GB-GF-250,rendah,0.0,0.0,-0.0,0.0
2025-12-02,GB-GF-250,rendah,0.0,0.0,-0.0,0.0
2025-12-03,GB-GF-250,rendah,0.0,0.0,-0.0,0.0
2025-12-04,GB-GF-250,rendah,0.0,0.0,-0.0,0.0
2025-12-05,GB-GF-250,rendah,0.0,0.0,-0.0,0.0
2025-12-06,GB-GF-250,rendah,0.0,0.0,-0.0,0.0
2025-12-07,GB-GF-250,rendah,0.0,0.0,-0.0,0.0
2025-12-08,GB-GF-250,rendah,0.0,0.0,-0.0,0.0
2025-12-09,GB-GF-250,rendah,0.0,0.0,-0.0,0.0
2025-12-10,GB-GF-250,rendah,0.0,0.0,-0.0,0.0
2025-12-11,GB-GF-250,rendah,0.0,0.0,-0.0,0.0
2025-12-12,GB-GF-250,rendah,0.0,0.0,-0.0,0.0
2025-12-13,GB-GF-250,rendah,0.0,0.0,-0.0,0.0
2025-12-14,GB-GF-250,rendah,0.0,0.0,-0.0,0.0
2025-12-15,GB-GF-250,rendah,0.0,0.0,-0.0,0.0
2025-12-16,GB-GF-250,rendah,0.0,0.0,-0.0,0.0
2025-12-17,GB-GF-250,rendah,0.0,0.0,-0.0,0.0
2025-12-18,GB-GF-250,rendah,0.0,0.0,-0.0,0.0
2025-12-19,GB-GF-250,rendah,0.0,0.0,-0.0,0.0
2025-12-20,GB-GF-250,rendah,0.0,0.0,-0.0,0.0
2025-12-21,GB-GF-250,rendah,0.0,0.0,-0.0,0.0
2025-12-22,GB-GF-250,rendah,0.0,0.0,-0.0,0.0
2025-12-23,GB-GF-250,rendah,0.0,0.0,-0.0,0.0
2025-12-24,GB-GF-250,rendah,0.0,0.0,-0.0,0.0
2025-12-25,GB-GF-250,rendah,0.0,0.0,-0.0,0.0
2025-12-26,GB-GF-250,rendah,0.0,0.0,-0.0,0.0
2025-12-27,GB-GF-250,rendah,0.0,0.0,-0.0,0.0
2025-12-28,GB-GF-250,rendah,0.0,0.0,-0.0,0.0
2025-12-29,GB-GF-250,rendah,0.0,0.0,-0.0,0.0
2025-12-30,GB-GF-250,rendah,0.0,0.0,-0.0,0.0
2025-12-31,GB-GF-250,rendah,0.0,0.0,-0.0,0.0
2025-11-25,GB-IB-30,menengah,0.0,0.01,-0.01,0.01
2025-11-26,GB-IB-30,menengah,0.0,0.01,-0.01,0.01
2025-11-27,GB-IB-30,menengah,0.0,0.01,-0.01,0.01
2025-11-28,GB-IB-30,menengah,0.0,0.01,-0.01,0.01
2025-11-29,GB-IB-30,menengah,0.0,0.01,-0.01,0.01
2025-11-30,GB-IB-30,menengah,0.0,0.01,-0.01,0.01
2025-12-01,GB-IB-30,menengah,0.0,0.01,-0.01,0.01
2025-12-02,GB-IB-30,menengah,0.0,0.01,-0.01,0.01
2025-12-03,GB-IB-30,menengah,0.0,0.01,-0.01,0.01
2025-12-04,GB-IB-30,menengah,0.0,0.01,-0.01,0.01
2025-12-05,GB-IB-30,menengah,0.0,0.01,-0.01,0.01
2025-12-06,GB-IB-30,menengah,0.0,0.01,-0.01,0.01
2025-12-07,GB-IB-30,menengah,0.0,0.01,-0.01,0.01
2025-12-08,GB-IB-30,menengah,0.0,0.01,-0.01,0.01
2025-12-09,GB-IB-30,menengah,0.0,0.01,-0.01,0.01
2025-12-10,GB-IB-30,menengah,0.0,0.01,-0.01,0.01
2025-12-11,GB-IB-30,menengah,0.0,0.01,-0.01,0.01
2025-12-12,GB-IB-30,menengah,0.0,0.01,-0.01,0.01
2025-12-13,GB-IB-30,menengah,0.0,0.01,-0.01,0.01
2025-12-14,GB-IB-30,menengah,0.0,0.01,-0.01,0.01
2025-12-15,GB-IB-30,menengah,0.0,0.01,-0.01,0.01
2025-12-16,GB-IB-30,menengah,0.0,0.01,-0.01,0.01
2025-12-17,GB-IB-30,menengah,0.0,0.01,-0.01,0.01
2025-12-18,GB-IB-30,menengah,0.0,0.01,-0.01,0.01
2025-12-19,GB-IB-30,menengah,0.0,0.01,-0.01,0.01
2025-12-20,GB-IB-30,menengah,1.0,0.01,0.99,0.99
2025-12-21,GB-IB-30,menengah,0.0,0.01,-0.01,0.01
2025-12-22,GB-IB-30,menengah,0.0,0.01,-0.01,0.01
2025-12-23,GB-IB-30,menengah,0.0,0.01,-0.01,0.01
2025-12-24,GB-IB-30,menengah,0.0,0.01,-0.01,0.01
2025-12-25,GB-IB-30,menengah,0.0,0.01,-0.01,0.01
2025-12-26,GB-IB-30,menengah,0.0,0.01,-0.01,0.01
2025-12-27,GB-IB-30,menengah,0.0,0.01,-0.01,0.01
2025-12-28,GB-IB-30,menengah,0.0,0.01,-0.01,0.01
2025-12-29,GB-IB-30,menengah,0.0,0.01,-0.01,0.01
2025-12-30,GB-IB-30,menengah,0.0,0.01,-0.01,0.01
2025-12-31,GB-IB-30,menengah,0.0,0.01,-0.01,0.01
2025-11-25,GB-IB-10,tinggi,0.0,0.05,-0.05,0.05
2025-11-26,GB-IB-10,tinggi,0.0,0.05,-0.05,0.05
2025-11-27,GB-IB-10,tinggi,0.0,0.05,-0.05,0.05
2025-11-28,GB-IB-10,tinggi,0.0,0.05,-0.05,0.05
2025-11-29,GB-IB-10,tinggi,0.0,0.05,-0.05,0.05
2025-11-30,GB-IB-10,tinggi,0.0,0.05,-0.05,0.05
2025-12-01,GB-IB-10,tinggi,0.0,0.05,-0.05,0.05
2025-12-02,GB-IB-10,tinggi,0.0,0.05,-0.05,0.05
2025-12-03,GB-IB-10,tinggi,0.0,0.05,-0.05,0.05
2025-12-04,GB-IB-10,tinggi,0.0,0.05,-0.05,0.05
2025-12-05,GB-IB-10,tinggi,0.0,0.05,-0.05,0.05
2025-12-06,GB-IB-10,tinggi,0.0,0.05,-0.05,0.05
2025-12-07,GB-IB-10,tinggi,0.0,0.05,-0.05,0.05
2025-12-08,GB-IB-10,tinggi,0.0,0.05,-0.05,0.05
2025-12-09,GB-IB-10,tinggi,0.0,0.05,-0.05,0.05
2025-12-10,GB-IB-10,tinggi,0.0,0.05,-0.05,0.05
2025-12-11,GB-IB-10,tinggi,0.0,0.05,-0.05,0.05
2025-12-12,GB-IB-10,tinggi,0.0,0.05,-0.05,0.05
2025-12-13,GB-IB-10,tinggi,0.0,0.05,-0.05,0.05
2025-12-14,GB-IB-10,tinggi,0.0,0.05,-0.05,0.05
2025-12-15,GB-IB-10,tinggi,0.0,0.05,-0.05,0.05
2025-12-16,GB-IB-10,tinggi,0.0,0.05,-0.05,0.05
2025-12-17,GB-IB-10,tinggi,0.0,0.05,-0.05,0.05
2025-12-18,GB-IB-10,tinggi,0.0,0.05,-0.05,0.05
2025-12-19,GB-IB-10,tinggi,0.0,0.05,-0.05,0.05
2025-12-20,GB-IB-10,tinggi,0.0,0.05,-0.05,0.05
2025-12-21,GB-IB-10,tinggi,0.0,0.05,-0.05,0.05
2025-12-22,GB-IB-10,tinggi,0.0,0.05,-0.05,0.05
2025-12-23,GB-IB-10,tinggi,0.0,0.05,-0.05,0.05
2025-12-24,GB-IB-10,tinggi,0.0,0.05,-0.05,0.05
2025-12-25,GB-IB-10,tinggi,0.0,0.05,-0.05,0.05
2025-12-26,GB-IB-10,tinggi,0.0,0.05,-0.05,0.05
2025-12-27,GB-IB-10,tinggi,0.0,0.05,-0.05,0.05
2025-12-28,GB-IB-10,tinggi,0.0,0.05,-0.05,0.05
2025-12-29,GB-IB-10,tinggi,0.0,0.05,-0.05,0.05
2025-12-30,GB-IB-10,tinggi,0.0,0.05,-0.05,0.05
2025-12-31,GB-IB-10,tinggi,0.0,0.05,-0.05,0.05
2025-11-25,GB-IB-100,menengah,0.0,0.01,-0.01,0.01
2025-11-26,GB-IB-100,menengah,0.0,0.01,-0.01,0.01
2025-11-27,GB-IB-100,menengah,0.0,0.01,-0.01,0.01
2025-11-28,GB-IB-100,menengah,0.0,0.01,-0.01,0.01
2025-11-29,GB-IB-100,menengah,0.0,0.01,-0.01,0.01
2025-11-30,GB-IB-100,menengah,0.0,0.01,-0.01,0.01
2025-12-01,GB-IB-100,menengah,0.0,0.01,-0.01,0.01
2025-12-02,GB-IB-100,menengah,0.0,0.01,-0.01,0.01
2025-12-03,GB-IB-100,menengah,0.0,0.01,-0.01,0.01
2025-12-04,GB-IB-100,menengah,0.0,0.01,-0.01,0.01
2025-12-05,GB-IB-100,menengah,0.0,0.01,-0.01,0.01
2025-12-06,GB-IB-100,menengah,0.0,0.01,-0.01,0.01
2025-12-07,GB-IB-100,menengah,0.0,0.01,-0.01,0.01
2025-12-08,GB-IB-100,menengah,0.0,0.01,-0.01,0.01
2025-12-09,GB-IB-100,menengah,0.0,0.01,-0.01,0.01
2025-12-10,GB-IB-100,menengah,0.0,0.01,-0.01,0.01
2025-12-11,GB-IB-100,menengah,0.0,0.01,-0.01,0.01
2025-12-12,GB-IB-100,menengah,0.0,0.01,-0.01,0.01
2025-12-13,GB-IB-100,menengah,0.0,0.01,-0.01,0.01
2025-12-14,GB-IB-100,menengah,0.0,0.01,-0.01,0.01
2025-12-15,GB-IB-100,menengah,0.0,0.01,-0.01,0.01
2025-12-16,GB-IB-100,menengah,0.0,0.01,-0.01,0.01
2025-12-17,GB-IB-100,menengah,0.0,0.01,-0.01,0.01
2025-12-18,GB-IB-100,menengah,0.0,0.01,-0.01,0.01
2025-12-19,GB-IB-100,menengah,0.0,0.01,-0.01,0.01
2025-12-20,GB-IB-100,menengah,0.0,0.01,-0.01,0.01
2025-12-21,GB-IB-100,menengah,0.0,0.01,-0.01,0.01
2025-12-22,GB-IB-100,menengah,0.0,0.01,-0.01,0.01
2025-12-23,GB-IB-100,menengah,0.0,0.01,-0.01,0.01
2025-12-24,GB-IB-100,menengah,0.0,0.01,-0.01,0.01
2025-12-25,GB-IB-100,menengah,0.0,0.01,-0.01,0.01
2025-12-26,GB-IB-100,menengah,0.0,0.01,-0.01,0.01
2025-12-27,GB-IB-100,menengah,0.0,0.01,-0.01,0.01
2025-12-28,GB-IB-100,menengah,0.0,0.01,-0.01,0.01
2025-12-29,GB-IB-100,menengah,0.0,0.01,-0.01,0.01
2025-12-30,GB-IB-100,menengah,0.0,0.01,-0.01,0.01
2025-12-31,GB-IB-100,menengah,0.0,0.01,-0.01,0.01
2025-11-25,GB-JOY-30,menengah,0.0,0.01,-0.01,0.01
2025-11-26,GB-JOY-30,menengah,0.0,0.01,-0.01,0.01
2025-11-27,GB-JOY-30,menengah,0.0,0.01,-0.01,0.01
2025-11-28,GB-JOY-30,menengah,0.0,0.01,-0.01,0.01
2025-11-29,GB-JOY-30,menengah,0.0,0.01,-0.01,0.01
2025-11-30,GB-JOY-30,menengah,0.0,0.01,-0.01,0.01
2025-12-01,GB-JOY-30,menengah,0.0,0.01,-0.01,0.01
2025-12-02,GB-JOY-30,menengah,0.0,0.01,-0.01,0.01
2025-12-03,GB-JOY-30,menengah,0.0,0.01,-0.01,0.01
2025-12-04,GB-JOY-30,menengah,0.0,0.01,-0.01,0.01
2025-12-05,GB-JOY-30,menengah,0.0,0.01,-0.01,0.01
2025-12-06,GB-JOY-30,menengah,0.0,0.01,-0.01,0.01
2025-12-07,GB-JOY-30,menengah,0.0,0.01,-0.01,0.01
2025-12-08,GB-JOY-30,menengah,0.0,0.01,-0.01,0.01
2025-12-09,GB-JOY-30,menengah,0.0,0.01,-0.01,0.01
2025-12-10,GB-JOY-30,menengah,0.0,0.01,-0.01,0.01
2025-12-11,GB-JOY-30,menengah,0.0,0.01,-0.01,0.01
2025-12-12,GB-JOY-30,menengah,0.0,0.01,-0.01,0.01
2025-12-13,GB-JOY-30,menengah,0.0,0.01,-0.01,0.01
2025-12-14,GB-JOY-30,menengah,0.0,0.01,-0.01,0.01
2025-12-15,GB-JOY-30,menengah,0.0,0.01,-0.01,0.01
2025-12-16,GB-JOY-30,menengah,0.0,0.01,-0.01,0.01
2025-12-17,GB-JOY-30,menengah,0.0,0.01,-0.01,0.01
2025-12-18,GB-JOY-30,menengah,0.0,0.01,-0.01,0.01
2025-12-19,GB-JOY-30,menengah,0.0,0.01,-0.01,0.01
2025-12-20,GB-JOY-30,menengah,0.0,0.01,-0.01,0.01
2025-12-21,GB-JOY-30,menengah,0.0,0.01,-0.01,0.01
2025-12-22,GB-JOY-30,menengah,0.0,0.01,-0.01,0.01
2025-12-23,GB-JOY-30,menengah,0.0,0.01,-0.01,0.01
2025-12-24,GB-JOY-30,menengah,0.0,0.01,-0.01,0.01
2025-12-25,GB-JOY-30,menengah,0.0,0.01,-0.01,0.01
2025-12-26,GB-JOY-30,menengah,0.0,0.01,-0.01,0.01
2025-12-27,GB-JOY-30,menengah,0.0,0.01,-0.01,0.01
2025-12-28,GB-JOY-30,menengah,0.0,0.01,-0.01,0.01
2025-12-29,GB-JOY-30,menengah,0.0,0.01,-0.01,0.01
2025-12-30,GB-JOY-30,menengah,0.0,0.01,-0.01,0.01
2025-12-31,GB-JOY-30,menengah,0.0,0.01,-0.01,0.01
2025-11-25,GB-JOY-10,rendah,0.0,0.0,-0.0,0.0
2025-11-26,GB-JOY-10,rendah,0.0,0.0,-0.0,0.0
2025-11-27,GB-JOY-10,rendah,0.0,0.0,-0.0,0.0
2025-11-28,GB-JOY-10,rendah,0.0,0.0,-0.0,0.0
2025-11-29,GB-JOY-10,rendah,0.0,0.0,-0.0,0.0
2025-11-30,GB-JOY-10,rendah,0.0,0.0,-0.0,0.0
2025-12-01,GB-JOY-10,rendah,0.0,0.0,-0.0,0.0
2025-12-02,GB-JOY-10,rendah,0.0,0.0,-0.0,0.0
2025-12-03,GB-JOY-10,rendah,0.0,0.0,-0.0,0.0
2025-12-04,GB-JOY-10,rendah,0.0,0.0,-0.0,0.0
2025-12-05,GB-JOY-10,rendah,0.0,0.0,-0.0,0.0
2025-12-06,GB-JOY-10,rendah,0.0,0.0,-0.0,0.0
2025-12-07,GB-JOY-10,rendah,0.0,0.0,-0.0,0.0
2025-12-08,GB-JOY-10,rendah,0.0,0.0,-0.0,0.0
2025-12-09,GB-JOY-10,rendah,0.0,0.0,-0.0,0.0
2025-12-10,GB-JOY-10,rendah,0.0,0.0,-0.0,0.0
2025-12-11,GB-JOY-10,rendah,0.0,0.0,-0.0,0.0
2025-12-12,GB-JOY-10,rendah,0.0,0.0,-0.0,0.0
2025-12-13,GB-JOY-10,rendah,0.0,0.0,-0.0,0.0
2025-12-14,GB-JOY-10,rendah,0.0,0.0,-0.0,0.0
2025-12-15,GB-JOY-10,rendah,0.0,0.0,-0.0,0.0
2025-12-16,GB-JOY-10,rendah,0.0,0.0,-0.0,0.0
2025-12-17,GB-JOY-10,rendah,0.0,0.0,-0.0,0.0
2025-12-18,GB-JOY-10,rendah,0.0,0.0,-0.0,0.0
2025-12-19,GB-JOY-10,rendah,0.0,0.0,-0.0,0.0
2025-12-20,GB-JOY-10,rendah,0.0,0.0,-0.0,0.0
2025-12-21,GB-JOY-10,rendah,0.0,0.0,-0.0,0.0
2025-12-22,GB-JOY-10,rendah,0.0,0.0,-0.0,0.0
2025-12-23,GB-JOY-10,rendah,0.0,0.0,-0.0,0.0
2025-12-24,GB-JOY-10,rendah,0.0,0.0,-0.0,0.0
2025-12-25,GB-JOY-10,rendah,0.0,0.0,-0.0,0.0
2025-12-26,GB-JOY-10,rendah,0.0,0.0,-0.0,0.0
2025-12-27,GB-JOY-10,rendah,0.0,0.0,-0.0,0.0
2025-12-28,GB-JOY-10,rendah,0.0,0.0,-0.0,0.0
2025-12-29,GB-JOY-10,rendah,0.0,0.0,-0.0,0.0
2025-12-30,GB-JOY-10,rendah,0.0,0.0,-0.0,0.0
2025-12-31,GB-JOY-10,rendah,0.0,0.0,-0.0,0.0
2025-11-25,GB-JOY-100,rendah,0.0,0.0,-0.0,0.0
2025-11-26,GB-JOY-100,rendah,0.0,0.0,-0.0,0.0
2025-11-27,GB-JOY-100,rendah,0.0,0.0,-0.0,0.0
2025-11-28,GB-JOY-100,rendah,0.0,0.0,-0.0,0.0
2025-11-29,GB-JOY-100,rendah,0.0,0.0,-0.0,0.0
2025-11-30,GB-JOY-100,rendah,0.0,0.0,-0.0,0.0
2025-12-01,GB-JOY-100,rendah,0.0,0.0,-0.0,0.0
2025-12-02,GB-JOY-100,rendah,0.0,0.0,-0.0,0.0
2025-12-03,GB-JOY-100,rendah,0.0,0.0,-0.0,0.0
2025-12-04,GB-JOY-100,rendah,0.0,0.0,-0.0,0.0
2025-12-05,GB-JOY-100,rendah,0.0,0.0,-0.0,0.0
2025-12-06,GB-JOY-100,rendah,0.0,0.0,-0.0,0.0
2025-12-07,GB-JOY-100,rendah,0.0,0.0,-0.0,0.0
2025-12-08,GB-JOY-100,rendah,0.0,0.0,-0.0,0.0
2025-12-09,GB-JOY-100,rendah,0.0,0.0,-0.0,0.0
2025-12-10,GB-JOY-100,rendah,0.0,0.0,-0.0,0.0
2025-12-11,GB-JOY-100,rendah,0.0,0.0,-0.0,0.0
2025-12-12,GB-JOY-100,rendah,0.0,0.0,-0.0,0.0
2025-12-13,GB-JOY-100,rendah,0.0,0.0,-0.0,0.0
2025-12-14,GB-JOY-100,rendah,0.0,0.0,-0.0,0.0
2025-12-15,GB-JOY-100,rendah,0.0,0.0,-0.0,0.0
2025-12-16,GB-JOY-100,rendah,0.0,0.0,-0.0,0.0
2025-12-17,GB-JOY-100,rendah,0.0,0.0,-0.0,0.0
2025-12-18,GB-JOY-100,rendah,0.0,0.0,-0.0,0.0
2025-12-19,GB-JOY-100,rendah,0.0,0.0,-0.0,0.0
2025-12-20,GB-JOY-100,rendah,0.0,0.0,-0.0,0.0
2025-12-21,GB-JOY-100,rendah,0.0,0.0,-0.0,0.0
2025-12-22,GB-JOY-100,rendah,0.0,0.0,-0.0,0.0
2025-12-23,GB-JOY-100,rendah,0.0,0.0,-0.0,0.0
2025-12-24,GB-JOY-100,rendah,0.0,0.0,-0.0,0.0
2025-12-25,GB-JOY-100,rendah,0.0,0.0,-0.0,0.0
2025-12-26,GB-JOY-100,rendah,0.0,0.0,-0.0,0.0
2025-12-27,GB-JOY-100,rendah,0.0,0.0,-0.0,0.0
2025-12-28,GB-JOY-100,rendah,0.0,0.0,-0.0,0.0
2025-12-29,GB-JOY-100,rendah,0.0,0.0,-0.0,0.0
2025-12-30,GB-JOY-100,rendah,0.0,0.0,-0.0,0.0
2025-12-31,GB-JOY-100,rendah,0.0,0.0,-0.0,0.0
2025-11-25,GB-LDR-30,rendah,0.0,0.0,-0.0,0.0
2025-11-26,GB-LDR-30,rendah,0.0,0.0,-0.0,0.0
2025-11-27,GB-LDR-30,rendah,0.0,0.0,-0.0,0.0
2025-11-28,GB-LDR-30,rendah,0.0,0.0,-0.0,0.0
2025-11-29,GB-LDR-30,rendah,0.0,0.0,-0.0,0.0
2025-11-30,GB-LDR-30,rendah,0.0,0.0,-0.0,0.0
2025-12-01,GB-LDR-30,rendah,0.0,0.0,-0.0,0.0
2025-12-02,GB-LDR-30,rendah,0.0,0.0,-0.0,0.0
2025-12-03,GB-LDR-30,rendah,0.0,0.0,-0.0,0.0
2025-12-04,GB-LDR-30,rendah,0.0,0.0,-0.0,0.0
2025-12-05,GB-LDR-30,rendah,0.0,0.0,-0.0,0.0
2025-12-06,GB-LDR-30,rendah,0.0,0.0,-0.0,0.0
